id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI05023,Section of the Fine Arts Building,memorabilia,illustrations,,"Grand Court, South",,Drawing of section of Fine Arts Building. Spectators in foreground and on portico with corinthian columns. Framed illustrations.,,,,illustrations,22 x 18 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05024,Trans-Mississippi and International Exposition,memorabilia,illustrations,,Bird's-eye View,,Framed Print. Bird's-eye view of Trans-Mississippi grounds from Harper's Weekly.,,,,Printed,25 1/2 x 19 in.,,,Omaha Public Library
TMI05025,"Trans-Mississippi and International Exposition, Official View",memorabilia,ephemera,"Official View of the Grand Court - Looking West. Trans-Mississippi and International Exposition Omaha, June to November, 1898.","Grand Court, South West",,"Framed Poster depicting the Grand Court, looking southwest. Mines and Mining, Liberal Arts, and Fine Arts Buildings to the southwest; U.S. Government Building and colonnades to the west;  Agriculture, Manufactures', and Machinery and Electricity Buildings to the north. Light crowd. Gondolas in lagoon.",,,,Printed,27 1/4 x 20 1/2 in.,,,Omaha Public Library
TMI05026,"Trans-Mississippi and International Exposition, Official View",memorabilia,ephemera,"Official View of the Grand Court - Looking West. Trans-Mississippi and International Exposition Omaha, June to November, 1898.","Grand Court, South West",,"Framed Poster depicting the Grand Court, looking southwest. Mines and Mining, Liberal Arts, and Fine Arts Buildings to the southwest, U.S. Government Building and colonnades to the west, Agriculture, Manufactures', and Machinery and Electricity Buildings to the north. Light crowd. Gondolas in lagoon. Redish-brown tint.",,,,Printed,26 3/4 x 20 3/4 in.,,,Omaha Public Library
TMI05027,Trans-Mississippi and International Exposition; Official Bird's - Eye View,memorabilia,ephemera,"Offical Bird's-Eye View of the Trans-Mississippi and International Exposition Omaha, U.S.A June to November, 1898",Birdseye View,,Framed Poster. Overhead view of grounds.,,,,Printed,27 1/2 x 22 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05028,View of the Grand Court Looking West on the Lagoon,memorabilia,ephemera,"View of the Grand Court Looking West at the Lagoon. Trans-Mississippi and International Exposition-- Omaha, June to November, 1898",,,"Colorized poster. Omaha World Herald Supplement. Depicts the Grand Court and Lagoon, looking west. Mines and Mining, Liberal, and Fine Arts Buildings to the East; U.S. Government Building and Colonnates to the west;  Agriculture, Manufactures' and Machinery and Electricity Buildings to the north, with a crowd of spectators and gondolas in the lagoon. Framed; previously folded in twelfths.",,,,Printed,27 1/2 x 21 1/4 in.,"Austen, E. J.",,Omaha Public Library
TMI05029,Burlington Route Official Bird's - Eye View.  The Trans-Mississippi and International Exposition,memorabilia,ephemera,"Modern Woodman Day at the Trans-Mississippi Exposition, Thursday, Sept. 22. Official Birds-Eye View. The Trans-Mississippi and International Exposition, Omaha, U.S.A., June to November, 1898.",Birdseye View,,"Framed, colorized Burlington Route poster advertising Modern Woodman Day, September 22, 1898. Additional text reads: ""Now is the Time to see the Great Exposition. It is in the Zenith of its Glory. Extra-ordinarily Low Round Trip Rates Sept. 21. Also on Sept 22 four Trains Arriving at Omaha Before Noon of that Day. Return Limit. Five Days From Date of Sale.",,1898-09-22,22 September 1898,Printed,29 x 23 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05030,North Viaduct,memorabilia,illustrations,"North Viaduct; Walker & Kimball, Architects","East Midway, North West",,Architect's drawing of North Viaduct by Walker and Kimball. Spectators and performers gathered with camels and horses. Framed illustration.,,,,illustrations,29 x 20 1/4 in.,"Walker, Howard; Kimball, Thomas Rogers",,Omaha Public Library
TMI05031,Fountain of Neptune,memorabilia,illustrations,,"Grand Court, West",,Illustration of Neptune atop the Fountain of Nautilus in the west end of the lagoon. Fountain turned on. Framed illustration.,,,,illustrations,22 1/4 x 28 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05032,Lagoon with Twin Towers,memorabilia,illustrations,,"Grand Court, East",,Colorized illustration of Lagoon with gondolas in water and Twin Tower Restaurants and Grand Colonnade to the east. Framed illustration.,,,,illustrations,29 3/4 x 16 in.,CHW,,Omaha Public Library
TMI05033,Grand Court,memorabilia,ephemera,"The Grand Court. Trans-Mississippi and International Exposition, Omaha, Nebraska","Grand Court, West",,"Framed poster of F.A. Rinehart photo of Grand Court, looking west. Mines & Mining, Liberal Arts, and Fine Arts Buildings to the southwest; U.S. Government Building and balustraded island to the west across the lagoon;  Agriculture, Manufactures' and Machinery & Electricity Buildings to the northwest.",,,,Printed,29 x 23 1/2 in.,,,Omaha Public Library
TMI05034,Lagoon with Twin Towers,memorabilia,illustrations,,"Grand Court, East",,"Illustration of east end of Lagoon, with view of Machinery and Electricity Building to the northeast, Twin Tower Restaurants and Grand Colonnade to the east, and Mines and Mining Building to the southeast.",,,,illustrations,30 x 19 in.,,,Omaha Public Library
TMI05035,Diploma for Commemorative Medal Awarded to Gurdon W. Wattles,memorabilia,ephemera,,,,"Diploma for Commemorative medal awarded to Gurdon W. Wattles, Director and President in recognition of honorable service. Graphic on diploma includes classical figures and view of west end of Grand Court. Red embossed seal with satin ribbons at bottom of document.",,,,Printed with ribbon,23 x 30 1/2 in.,,,Omaha Public Library
TMI05036,Apiary Building,memorabilia,illustrations,"Apiary Building; Jno McDonald,  Architect","Transportation, South West",,Architect's Illustration of Apiary Building. Crowd gathered in front of building. Framed illustration.,,,,illustrations,31 1/2 x 19 1/2 in.,CHW,,Omaha Public Library
TMI05037,Dairy Building,memorabilia,illustrations,"Dairy Building; F. A. Henninger,  Architect","Transportation, South West",,Architect's Illustration of Dairy Building. Crowd gathered in front of building. Framed illustration.,,,,illustrations,33 x 19 3/4 in.,F.A. Henninger,,Omaha Public Library
TMI05038,"Official Bird's-Eye View, The Trans-Mississippi and International Exposition",memorabilia,ephemera,"Official Bird's-Eye View of the Trans-Mississippi and International Exposition. Omaha, U.S.A June to November 1898.",,,Framed Poster. Images of Individual buildings border bird's - eye view of exposition grounds. ,,,,Printed,42 1/2 x 24 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05039,"Trans-Mississippi and International Exposition, Overhead view",memorabilia,ephemera,"The Trans-Mississippi and International Exposition. Omaha, U.S.A. June to November 1898.",Birdseye View,,Framed Poster. Bird's - eye view of exposition grounds.,,,,Printed,42 1/2 x 29 in.,"Austen, E. J.",,Omaha Public Library
TMI05040,Notice to Exhibitors and Concessionaires,memorabilia,correspondence,,,,"Framed letter asking all exhibitors and concessionaries to donate materials to the Omaha City Library for a museum space, within the library, dedicated to the exposition. Printed on Trans-Mississippi and International Exposition Letterhead.",,1898-10-21,21 October 1898,Typescript,9 1/4 x 11 3/4 in.,"Manderson, C. F.; Lyman, C. W.; and Carpenter, I.",Donations to OPL,Omaha Public Library
TMI05041,Stock Certificate for Trans-Mississippi and International Exposition,memorabilia,stock certificates,,,,"Framed Stock certificate, certifying ownership of exposition shares by the Omaha Public Library, signed by John Wakefield and Gurdon W. Wattles. Green and black printing, with gold embossed seal and red ribbon.",,1898-09-09,9 September 1898,Printed with ribbon,18 3/4 x 15 1/4 in.,,,Omaha Public Library
TMI05042,Offical Bird's-Eye View of the Trans-Mississippi and International Exposition,memorabilia,ephemera,"Offical Bird's-Eye View of the Trans-Mississippi and International Exposition Omaha, U.S.A. June to November, 1898",Bird's - eye View,,Bird's - eye view of exposition grounds. Framed Poster.,,,,Printed,29 x 20 1/2 in.,"Austen, E. J.",,Omaha Public Library
TMI05048,"Indian Congress Poster - Ahahe and infant, Wichita",memorabilia,ephemera,Ahahe Wichita,Indian Congress,,Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Woman with Infant. Ahahe of the Wichita tribe.  Red border with illustrations of Native American objects. ,,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05049,"Indian Congress Poster - Chief Geronimo (Guyiatle), Apache",memorabilia,ephemera,Chief Geronimo (Guyiatle) Apache,Indian Congress,,"Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Man wrapped in colorful blanket with headdress. Chief Geronimo (Guyiatle), Chiricahua Apache. Red border with illustrations of Native American objects. ",,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05050,"Indian Congress Poster - Chief Grant Richards, Tonkawa",memorabilia,ephemera,Chief Grant Richards - Tonkawa,Indian Congress,,"Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Profile of man holding feathers. Chief Grant Richards, Tonkawa. Red border with illustrations of Native American objects. ",,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05051,"Indian Congress Poster - Chief Red Cloud, Sioux",memorabilia,ephemera,"Chief Red Cloud, Sioux",Indian Congress,,"Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Man holding pipe. Chief Red Cloud, Sioux. Red border with illustrations of Native American objects. ",,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05052,"Indian Congress Poster - Chief Wets-It, Assinniboine",memorabilia,ephemera,"Chief Wets-It,  Assinniboine",Indian Congress,,"Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Man wearing headdress and holding shield. Chief Wets-It, Assinniboine. Red border with illustrations of Native American objects. ",,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05053,"Indian Congress Poster - Gov. Diego Narango, Santa Clara Pueblo",memorabilia,ephemera,"Gov. Diego Narango,  Santa Clara Pueblo",Indian Congress,,"Colorized reproduction of Rinehart photo. Indian Congress Studio Portrait poster. Man in profile. Governor Diego Narango, Santa Clara Pueblo. Red border with illustrations of Native American objects. ",,,,Printed,,"Rinehart, F.A.",,Omaha Public Library
TMI05054,Views of the Trans-Mississippi Exposition,memorabilia,souvenir books,,,22,"Aluminum Cover  reads ""TME  OMAHA 1898."" Contains 18 photographs. Last pages blank, with signature in pencil that reads:  ""Jno Fremont Bassett, Aluminum.""  ",,,,,,"Rinehart, F.A.",,Omaha Public Library
TMI05055,Omaha Trans-Mississippi Exposition 1898,memorabilia,souvenir books,,,28,"Aluminum Cover reads ""OMAHA TME 1898""; title page missing; early photos showing scaffolding. Contains 14 pictures.",,,,,,"Rinehart, F.A.",,Omaha Public Library
TMI05056,List of Letters Regarding Donations to Omaha Public Library,memorabilia,correspondence,,,,"List of 14 letters regarding donation of Trans-Mississippi Exposition Materials to the Omaha Public Library. Donors include John A. Wakefield, Lewis S. Reed, Harriet C. Towne, Mary I. Creigh, Laura Scott, Edith Tobitt, F. P. Kirkendall, J. G. Hiestand, and David L. Day.",,,,typescript,,Omaha Public Library,Donations to OPL,Omaha Public Library
TMI05057,Oklahoma Day Program,memorabilia,ephemera,,,3,"Oklahoma Day invitation and program, Friday, September 16. Program exercises include Music by First Regiment Band, Welcome Address by Silas A. Holcomb, Governor of Nebraska; Response by C. M. Barnes, Governor of Oklahoma; Address by Gurdon W. Wattles; Address by J. C. Roberts; and Address by Major E. A. Woodson, U.S. Army-Indian Agent for Cheyenne and Arapahoe Indians.",,1898-09-16,16 September 1898,,,,,Omaha Public Library
TMI05058,"Official Bird's Eye View,  The Trans-Mississippi and International Exposition",memorabilia,ephemera,"Official Bird's-Eye View The Trans-Mississippi and International Exposition. Omaha, U.S.A. June to November 1898.",Bird's - eye View,5,Poster. Illustration of bird's - eye view of Exposition. Cut in quarters and mounted on canvas. Final image is a composite of the four scans together. Remnants of a pressed four-leaf clover positioned over Manufactures Building.,,1898-06-01,1 June 1898,printed,20 3/4 x 16 in.,"Austen, E. J.",,Omaha Public Library
TMI05059,Peace Jubilee Program,memorabilia,ephemera,,,3,"Souvenir program from Peace Jubilee. October 10-15, 1898. Front and back cover with Navy page only. Bound by satin ribbon.",,,,,,,,Omaha Public Library
TMI05060,Official Postal Card - Horticulture Bldg.,memorabilia,ephemera,,Bluff Tract,2,"Official one-cent postal card featuring the Horticulture Building. View 1 of 10  printed by U.S. Postal Card Co. Engraved and printed by Chicago Colortype Co. Includes image of woman pruning shrubbery, signatures of Furdon W. Wattles and John A. Wakefield, and Exposition seal. Verso and recto. Back of card includes portrait of Thomas Jefferson.",,,,,,,,Omaha Public Library
